active,areaname,configid,lat,long,meter number,subareaname,zonename
1,Discovery District,980,39.96676,-82.98616,ER622,LONG ST E,E3 Downtown
1,POPLAR AVE,44647,39.974447,-83.003613,K155,31064,E2 Short North
1,SECOND AVE,44028,39.981844,-83.005134,K784,31084,E2 Short North
1,SECOND AVE,44647,39.981728,-83.004858,K781,31084,E2 Short North
1,SECOND AVE,44647,39.981734,-83.005098,K783,31084,E2 Short North
1,SECOND AVE,44028,39.981828,-83.004801,K780,31084,E2 Short North
1,STARR AVE,44647,39.982991,-83.005365,K246,31071,E2 Short North
1,STARR AVE,44647,39.982983,-83.005189,K240,31071,E2 Short North
1,STARR AVE,44647,39.982988,-83.005309,K244,31071,E2 Short North
1,STARR AVE,44647,39.982985,-83.005253,K242,31071,E2 Short North
0,THIRD AVE,44028,39.984071,-83.005721,K270,31072,E2 Short North
0,THIRD AVE,44028,39.984065,-83.005593,K266,31072,E2 Short North
1,SECOND AVE,44046,39.982583,-83.004137,K295,31070,E2 Short North
1,SECOND AVE,44046,39.98258,-83.00405,K297,31070,E2 Short North
1,SECOND AVE,44046,39.982586,-83.004269,K291,31070,E2 Short North
1,SECOND AVE,44046,39.982584,-83.00421,K293,31070,E2 Short North
1,SECOND AVE,44028,39.98183,-83.004873,K782,31084,E2 Short North
1,RUSSELL ST E,44647,39.975672,-83.002705,K112,31067,E2 Short North
1,RUSSELL ST E,44647,39.975648,-83.002613,K106,31067,E2 Short North
1,RUSSELL ST E,44647,39.97568,-83.002624,K114,31067,E2 Short North
1,RUSSELL ST E,44647,39.975579,-83.002772,K173,31068,E2 Short North
1,RUSSELL ST E,44647,39.975587,-83.002693,K175,31068,E2 Short North
1,Convention Center,979,39.971855,-83.002376,NK602,HIGH ST N,E3 Downtown
1,Convention Center,979,39.971453,-83.002298,NK574,HIGH ST N,E3 Downtown
1,Convention Center,979,39.969564,-83.002216,NK513,HIGH ST N,E3 Downtown
1,Convention Center,979,39.97192,-83.002388,NK604,HIGH ST N,E3 Downtown
1,Convention Center,979,39.971789,-83.002364,NK600,HIGH ST N,E3 Downtown
1,Downtown Business District,979,39.966062,-83.003886,WT112,SPRING ST W,E3 Downtown
1,Discovery District,980,39.965053,-82.993729,NR115,NORMANDY AVE,E3 Downtown
1,Downtown Business District,979,39.96607,-83.003817,WT110,SPRING ST W,E3 Downtown
1,Downtown Business District,1675,39.960508,-82.996465,EK153,STATE ST E,E3 Downtown
1,Downtown Business District,979,39.960321,-82.998132,EK37,STATE ST E,E3 Downtown
1,Downtown Business District,979,39.960458,-82.996875,EK111,STATE ST E,E3 Downtown
1,Downtown Business District,979,39.960255,-82.998688,EK25,STATE ST E,E3 Downtown
1,Downtown Business District,979,39.960266,-82.998581,EK27,STATE ST E,E3 Downtown
1,Downtown Business District,979,39.966156,-83.00181,WT3,SPRING ST W,E3 Downtown
1,Downtown Business District,979,39.966166,-83.001726,WT1,SPRING ST W,E3 Downtown
1,Downtown Business District,979,39.966122,-83.002125,WT11,SPRING ST W,E3 Downtown
1,Downtown Business District,979,39.966087,-83.003667,WT106,SPRING ST W,E3 Downtown
1,Downtown Business District,5743,39.96064,-82.996601,EK150,STATE ST E,E3 Downtown
1,Downtown Business District,979,39.960061,-83.001591,WK54,STATE ST W,E3 Downtown
1,Downtown Business District,979,39.96004,-83.00057,WK3,STATE ST W,E3 Downtown
1,Campus,44221,40.008378,-83.009238,UE596,NORTHWOOD AVE E,E1 Campus
1,Campus,32714,40.002009,-83.007303,UE402,SEVENTEENTH AVE E,E1 Campus
1,Campus,44221,40.008385,-83.009413,UE590,NORTHWOOD AVE E,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW423,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW408,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW429,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW420,TENTH AVE W,E1 Campus
1,Campus,44221,39.994134,-83.007202,UW50,TENTH AVE W,E1 Campus
1,Campus,32714,40.002018,-83.007234,UE404,SEVENTEENTH AVE E,E1 Campus
1,Campus,44221,40.001142,-83.006851,UE364,SIXTEENTH AVE E,E1 Campus
1,Campus,44221,40.002053,-83.006325,UE360,SIXTEENTH AVE E,E1 Campus
1,Campus,44221,40.00109,-83.006934,UE362,SIXTEENTH AVE E,E1 Campus
1,Campus,44221,40.001183,-83.006788,UE366,SIXTEENTH AVE E,E1 Campus
1,Campus,32715,40.007327,-83.009052,UE586,NORWICH AVE E,E1 Campus
1,Campus,32716,40.007241,-83.009128,UE585,NORWICH AVE E,E1 Campus
1,Campus,32715,40.007334,-83.00925,UE580,NORWICH AVE E,E1 Campus
1,Campus,32715,40.007332,-83.009181,UE582,NORWICH AVE E,E1 Campus
1,Campus,32716,40.007249,-83.009252,UE581,NORWICH AVE E,E1 Campus
1,Campus,44221,39.99414,-83.007389,UW54,TENTH AVE W,E1 Campus
1,Campus,44221,39.994136,-83.0073,UW52,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW439,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW414,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW406,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW417,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW402,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW410,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW435,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW422,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW413,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW407,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW401,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW421,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW412,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW433,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW419,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW409,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW437,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW415,TENTH AVE W,E1 Campus
1,Campus,44221,39.9944,-83.013944,UW4,TENTH AVE W,E1 Campus
1,Discovery District,980,39.96673,-82.9864,ER616,LONG ST E,E3 Downtown
1,Discovery District,980,39.96636,-82.98971,ER512,LONG ST E,E3 Downtown
1,POPLAR AVE,44046,39.974418,-83.003857,K149,31080,E2 Short North
1,PRICE AVE,44647,39.980697,-83.004589,K897,31066,E2 Short North
1,POPLAR AVE,44647,39.974373,-83.004251,K165,31064,E2 Short North
1,POPLAR AVE,44647,39.974367,-83.004327,K167,31064,E2 Short North
1,POPLAR AVE,44647,39.974418,-83.003857,K159,31064,E2 Short North
1,POPLAR AVE,44647,39.974381,-83.004176,K163,31064,E2 Short North
1,Campus,44221,39.99441,-83.01418,UW427,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW416,TENTH AVE W,E1 Campus
1,WARREN ST,44046,39.978014,-83.003258,K132,31079,E2 Short North
1,WARREN ST,44046,39.978006,-83.003332,K130,31079,E2 Short North
1,Convention Center,979,39.972002,-83.002689,NK611,HIGH ST N,E3 Downtown
1,Convention Center,979,39.972654,-83.002748,NK653,HIGH ST N,E3 Downtown
1,Convention Center,979,39.971299,-83.002269,NK568,HIGH ST N,E3 Downtown
1,RUSSELL ST E,44647,39.975443,-83.004524,K226,31069,E2 Short North
1,RUSSELL ST E,44647,39.975436,-83.004604,K210,31069,E2 Short North
1,RUSSELL ST E,44647,39.975562,-83.003496,K200,31069,E2 Short North
1,RUSSELL ST E,44647,39.975436,-83.004604,K228,31069,E2 Short North
1,RUSSELL ST E,44647,39.975459,-83.004365,K222,31069,E2 Short North
1,Convention Center,979,39.9714,-83.002286,NK572,HIGH ST N,E3 Downtown
1,Convention Center,979,39.971501,-83.002306,NK576,HIGH ST N,E3 Downtown
1,Convention Center,979,39.973492,-83.002933,NK705,HIGH ST N,E3 Downtown
1,Convention Center,979,39.97268,-83.00276,NK659,HIGH ST N,E3 Downtown
1,Convention Center,979,39.973431,-83.002921,NK703,HIGH ST N,E3 Downtown
1,Convention Center,979,39.97243,-83.00271,NK651,HIGH ST N,E3 Downtown
1,Convention Center,979,39.972474,-83.002721,NK655,HIGH ST N,E3 Downtown
1,Convention Center,979,39.969282,-83.002154,NK503,HIGH ST N,E3 Downtown
1,Convention Center,979,39.971708,-83.002615,NK601,HIGH ST N,E3 Downtown
1,Convention Center,979,39.971248,-83.002259,NK566,HIGH ST N,E3 Downtown
0,THIRD AVE,44028,39.984073,-83.005778,K272,31072,E2 Short North
0,THIRD AVE,44028,39.984064,-83.005521,K264,31072,E2 Short North
0,THIRD AVE,44028,39.984058,-83.005385,K260,31072,E2 Short North
1,WARREN ST,44647,39.978031,-83.003109,K136,31073,E2 Short North
1,WARREN ST,44647,39.978023,-83.003181,K134,31073,E2 Short North
1,Convention Center,979,39.969166,-83.00175,EX2,NATIONWIDE BLVD E,E3 Downtown
1,Convention Center,979,39.969181,-83.001602,EX6,NATIONWIDE BLVD E,E3 Downtown
1,Convention Center,979,39.969192,-83.00153,EX8,NATIONWIDE BLVD E,E3 Downtown
1,Convention Center,979,39.969239,-82.999374,EX32,NATIONWIDE BLVD E,E3 Downtown
1,Convention Center,1041,39.968821,-82.998116,EX151,NATIONWIDE BLVD E,E3 Downtown
1,Convention Center,979,39.972056,-83.002413,NK608,HIGH ST N,E3 Downtown
1,Convention Center,979,39.969756,-83.002242,NK519,HIGH ST N,E3 Downtown
1,Campus,44221,39.99441,-83.01418,UW400,TENTH AVE W,E1 Campus
1,Campus,44221,39.9944,-83.013874,UW2,TENTH AVE W,E1 Campus
1,Campus,32713,39.99774,-83.005987,UE237,THIRTEENTH AVE E,E1 Campus
1,Campus,1675,39.997932,-83.007338,UE200,THIRTEENTH AVE E,E1 Campus
1,Campus,32713,39.997764,-83.006476,UE223,THIRTEENTH AVE E,E1 Campus
1,Campus,32713,39.997758,-83.006341,UE227,THIRTEENTH AVE E,E1 Campus
1,Campus,32714,39.997852,-83.006197,UE244,THIRTEENTH AVE E,E1 Campus
1,Campus,1675,39.997925,-83.007146,UE212,THIRTEENTH AVE E,E1 Campus
1,Campus,32713,39.997755,-83.006269,UE229,THIRTEENTH AVE E,E1 Campus
1,Campus,32713,39.997766,-83.006554,UE221,THIRTEENTH AVE E,E1 Campus
1,Campus,32714,39.997859,-83.006338,UE240,THIRTEENTH AVE E,E1 Campus
1,Campus,32713,39.997761,-83.006412,UE225,THIRTEENTH AVE E,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW404,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW418,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW411,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW405,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW431,TENTH AVE W,E1 Campus
1,Campus,1675,39.997929,-83.007269,UE204,THIRTEENTH AVE E,E1 Campus
1,Campus,32714,39.997862,-83.006406,UE238,THIRTEENTH AVE E,E1 Campus
1,Campus,32714,39.997865,-83.006475,UE236,THIRTEENTH AVE E,E1 Campus
1,Campus,1675,39.997923,-83.00711,UE214,THIRTEENTH AVE E,E1 Campus
1,Campus,32713,39.997752,-83.006202,UE231,THIRTEENTH AVE E,E1 Campus
1,Campus,32713,39.997748,-83.006109,UE233,THIRTEENTH AVE E,E1 Campus
1,Campus,32714,39.997866,-83.006546,UE234,THIRTEENTH AVE E,E1 Campus
1,Campus,32714,39.997855,-83.006265,UE242,THIRTEENTH AVE E,E1 Campus
1,Campus,1675,39.997926,-83.007179,UE210,THIRTEENTH AVE E,E1 Campus
1,Campus,1675,39.997921,-83.007049,UE218,THIRTEENTH AVE E,E1 Campus
1,Campus,32714,39.997916,-83.00696,UE224,THIRTEENTH AVE E,E1 Campus
1,Campus,1675,39.997767,-83.006946,UE211,THIRTEENTH AVE E,E1 Campus
1,Campus,32714,39.997915,-83.006915,UE228,THIRTEENTH AVE E,E1 Campus
1,Campus,1675,39.997928,-83.007239,UE206,THIRTEENTH AVE E,E1 Campus
1,Campus,1675,39.997779,-83.007245,UE203,THIRTEENTH AVE E,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW403,TENTH AVE W,E1 Campus
1,Campus,44221,39.99441,-83.01418,UW425,TENTH AVE W,E1 Campus
1,Campus,32714,39.99792,-83.007023,UE220,THIRTEENTH AVE E,E1 Campus
1,Campus,1675,39.99777,-83.007015,UE209,THIRTEENTH AVE E,E1 Campus
1,Campus,1675,39.997774,-83.007076,UE207,THIRTEENTH AVE E,E1 Campus
1,Campus,32713,39.996698,-83.00591,UE183,TWELFTH AVE E,E1 Campus
1,Campus,32713,39.996717,-83.006285,UE173,TWELFTH AVE E,E1 Campus
1,Campus,32714,39.996861,-83.007166,UE150,TWELFTH AVE E,E1 Campus
1,Campus,32714,39.996821,-83.006432,UE172,TWELFTH AVE E,E1 Campus
1,Campus,32714,39.996844,-83.006783,UE160,TWELFTH AVE E,E1 Campus
1,Campus,32714,39.997843,-83.006061,UE248,THIRTEENTH AVE E,E1 Campus
1,Campus,32713,39.997744,-83.00605,UE235,THIRTEENTH AVE E,E1 Campus
1,Campus,32714,39.997871,-83.006622,UE232,THIRTEENTH AVE E,E1 Campus
1,Campus,1675,39.997784,-83.007313,UE201,THIRTEENTH AVE E,E1 Campus
1,Campus,32714,39.99785,-83.006127,UE246,THIRTEENTH AVE E,E1 Campus
1,Campus,32714,39.996848,-83.006851,UE158,TWELFTH AVE E,E1 Campus
1,Campus,32714,39.996851,-83.006921,UE156,TWELFTH AVE E,E1 Campus
1,Campus,32714,39.996857,-83.007008,UE154,TWELFTH AVE E,E1 Campus
1,Campus,32714,39.996813,-83.006265,UE176,TWELFTH AVE E,E1 Campus
1,Campus,32714,39.996824,-83.006493,UE170,TWELFTH AVE E,E1 Campus
1,Campus,32714,39.997913,-83.006884,UE230,THIRTEENTH AVE E,E1 Campus
1,Campus,1675,39.997922,-83.007076,UE216,THIRTEENTH AVE E,E1 Campus
1,Campus,32714,39.997917,-83.00699,UE222,THIRTEENTH AVE E,E1 Campus
1,PEARL ST,44647,39.976148,-83.002576,K1159,31061,E2 Short North
1,PEARL ST,44647,39.975788,-83.002505,K1151,31061,E2 Short North
1,Discovery District,4269,39.96321,-82.99302,EN296,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96362,-82.98945,EN600,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96402,-82.98594,EN724,BROAD ST E,E3 Downtown
1,Discovery District,1703,39.9638,-82.98585,EN725,BROAD ST E,E3 Downtown
1,Discovery District,4269,39.96416,-82.98471,EN758,BROAD ST E,E3 Downtown
1,Discovery District,1703,39.9638,-82.98576,EN727,BROAD ST E,E3 Downtown
1,Discovery District,4269,39.96396,-82.98651,EN710,BROAD ST E,E3 Downtown
1,Discovery District,1703,39.9635,-82.98838,EN657,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96319,-82.99318,EN292,BROAD ST E2,E3 Downtown
1,Discovery District,1703,39.96278,-82.99473,EN261,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96377,-82.98814,EN654,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96332,-82.99202,EN308,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96295,-82.99528,EN246,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96328,-82.99244,EN298,BROAD ST E2,E3 Downtown
1,Discovery District,1703,39.96298,-82.99297,EN321,BROAD ST E2,E3 Downtown
1,Discovery District,1703,39.96339,-82.98945,EN525,BROAD ST E2,E3 Downtown
1,Discovery District,1703,39.96313,-82.99162,EN421,BROAD ST E2,E3 Downtown
1,Discovery District,1703,39.96328,-82.99037,EN511,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96312,-82.99382,EN276,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96379,-82.98789,EN660,BROAD ST E2,E3 Downtown
1,Discovery District,1703,39.96297,-82.99305,EN319,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96367,-82.98901,EN612,BROAD ST E2,E3 Downtown
1,Discovery District,1703,39.9629,-82.9937,EN303,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96335,-82.99176,EN314,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96315,-82.9935,EN284,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96314,-82.99366,EN280,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96381,-82.98773,EN664,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96382,-82.98765,EN666,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96349,-82.99063,EN506,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96351,-82.99037,EN512,BROAD ST E2,E3 Downtown
1,Discovery District,1703,39.96275,-82.99499,EN255,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96296,-82.9952,EN248,BROAD ST E2,E3 Downtown
1,Discovery District,1703,39.96295,-82.99329,EN313,BROAD ST E2,E3 Downtown
1,Discovery District,986,39.963,-82.99489,EN256,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96317,-82.99335,EN288,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96329,-82.99228,EN302,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96346,-82.99078,EN502,BROAD ST E2,E3 Downtown
1,Discovery District,1703,39.96292,-82.99353,EN307,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96368,-82.98893,EN614,BROAD ST E2,E3 Downtown
1,Discovery District,1703,39.96349,-82.98847,EN655,BROAD ST E2,E3 Downtown
1,Discovery District,1703,39.96324,-82.9907,EN503,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96316,-82.99342,EN286,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96347,-82.9907,EN504,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96376,-82.98822,EN652,BROAD ST E2,E3 Downtown
1,Discovery District,1703,39.96325,-82.99062,EN505,BROAD ST E2,E3 Downtown
1,Discovery District,1703,39.96276,-82.99491,EN257,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96377,-82.98806,EN656,BROAD ST E2,E3 Downtown
1,Discovery District,1703,39.96343,-82.98902,EN535,BROAD ST E2,E3 Downtown
1,Discovery District,1703,39.96291,-82.99362,EN305,BROAD ST E2,E3 Downtown
1,Discovery District,1703,39.96312,-82.99179,EN417,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96318,-82.99326,EN290,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.96328,-82.99236,EN300,BROAD ST E2,E3 Downtown
1,Discovery District,4269,39.9637,-82.98877,EN618,BROAD ST E2,E3 Downtown
1,Discovery District,986,39.96301,-82.9948,EN258,BROAD ST E2,E3 Downtown
1,Discovery District,1703,39.96306,-82.99225,EN405,BROAD ST E2,E3 Downtown
1,Downtown Business District,979,39.959252,-82.996926,EI108,TOWN ST E,E3 Downtown
1,Grant-Town,4266,39.95839,-82.99103,EG343,RICH ST E,E3 Downtown
1,Grant-Town,4266,39.95888,-82.98689,EG575,RICH ST E,E3 Downtown
1,Grant-Town,4266,39.95841,-82.99229,EG312,RICH ST E,E3 Downtown
1,Grant-Town,4266,39.95819,-82.99277,EG309,RICH ST E,E3 Downtown
1,Grant-Town,4266,39.95896,-82.98737,EG568,RICH ST E,E3 Downtown
1,Grant-Town,4266,39.95873,-82.98822,EG541,RICH ST E,E3 Downtown
1,Grant-Town,4266,39.95897,-82.98729,EG570,RICH ST E,E3 Downtown
1,Grant-Town,4266,39.95841,-82.99083,EG349,RICH ST E,E3 Downtown
1,Grant-Town,4266,39.95889,-82.98681,EG577,RICH ST E,E3 Downtown
1,Grant-Town,4266,39.95821,-82.99253,EG311,RICH ST E,E3 Downtown
1,Grant-Town,4266,39.95845,-82.99052,EG357,RICH ST E,E3 Downtown
1,Grant-Town,4266,39.95871,-82.98951,EG510,RICH ST E,E3 Downtown
1,Grant-Town,4266,39.95902,-82.98682,EG580,RICH ST E,E3 Downtown
1,Grant-Town,4266,39.95828,-82.99199,EG325,RICH ST E,E3 Downtown
1,Discovery District,979,39.96427,-82.99576,EP208,GAY ST E,E3 Downtown
1,Downtown Business District,1675,39.953548,-82.997674,EA27,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953683,-82.997692,EA12,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.95344,-82.998618,EA3,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953567,-82.99753,EA31,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953585,-82.997374,EA35,FULTON ST E,E3 Downtown
1,Downtown Business District,5743,39.958454,-83.001626,SI300,FRONT ST S4,E3 Downtown
1,Downtown Business District,5743,39.958203,-83.001769,SI307,FRONT ST S4,E3 Downtown
1,Downtown Business District,5743,39.95701,-83.001562,SI403,FRONT ST S4,E3 Downtown
1,Downtown Business District,1675,39.953794,-82.996734,EA28,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953755,-82.997045,EA20,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953459,-82.99845,EA7,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953763,-82.996967,EA22,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953731,-82.997265,EA18,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953532,-82.997813,EA23,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953449,-82.998536,EA5,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.9576,-82.99515,SO406,FOURTH ST S3,E3 Downtown
1,Downtown Business District,1675,39.956372,-82.995125,SO499,FOURTH ST S3,E3 Downtown
1,Downtown Business District,1675,39.95722,-82.99508,SO450,FOURTH ST S3,E3 Downtown
1,Downtown Business District,1675,39.95644,-82.99514,SO497,FOURTH ST S3,E3 Downtown
1,Downtown Business District,1675,39.95569,-82.99478,SO556,FOURTH ST S3,E3 Downtown
1,Downtown Business District,1675,39.953611,-82.998308,EA6,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953602,-82.997279,EA37,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953466,-82.998365,EA9,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953603,-82.998387,EA4,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953712,-82.997401,EA14,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953556,-82.997591,EA29,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953539,-82.997743,EA25,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953719,-82.997331,EA16,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953591,-82.998454,EA2,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953811,-82.996572,EA32,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953577,-82.997439,EA33,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953503,-82.998067,EA17,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953626,-82.997088,EA41,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953525,-82.997885,EA21,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953494,-82.99814,EA15,FULTON ST E,E3 Downtown
1,Downtown Business District,979,39.969103,-83.003686,NI400,FRONT ST N,E3 Downtown
1,Downtown Business District,979,39.969399,-83.003601,NI406,FRONT ST N,E3 Downtown
1,Downtown Business District,979,39.96942,-83.00373,NI408,FRONT ST N,E3 Downtown
1,Downtown Business District,979,39.969218,-83.003686,NI404,FRONT ST N,E3 Downtown
1,Downtown Business District,979,39.966246,-83.003329,NI301,FRONT ST N3,E3 Downtown
1,Downtown Business District,1675,39.953515,-82.997955,EA19,FULTON ST E,E3 Downtown
1,Downtown Business District,1675,39.953319,-82.999558,WA19,FULTON ST W,E3 Downtown
1,Downtown Business District,1675,39.953294,-82.999824,WA33,FULTON ST W,E3 Downtown
1,Downtown Business District,1675,39.95329,-82.99991,WA37,FULTON ST W,E3 Downtown
1,Downtown Business District,1675,39.953304,-82.999704,WA27,FULTON ST W,E3 Downtown
1,Downtown Business District,1675,39.953308,-82.999665,WA25,FULTON ST W,E3 Downtown
1,Downtown Business District,1675,39.953311,-82.999631,WA23,FULTON ST W,E3 Downtown
1,Downtown Business District,1675,39.953341,-82.99938,WA9,FULTON ST W,E3 Downtown
1,Downtown Business District,1675,39.953301,-82.999747,WA29,FULTON ST W,E3 Downtown
1,Downtown Business District,987,39.95779,-82.999903,SK105,HIGH ST S,E3 Downtown
1,Downtown Business District,987,39.959891,-83.000328,SK51,HIGH ST S,E3 Downtown
1,Downtown Business District,987,39.956617,-82.999467,SK152,HIGH ST S,E3 Downtown
1,Downtown Business District,979,39.963694,-82.999561,EP35,GAY ST E,E3 Downtown
1,Downtown Business District,979,39.963886,-82.997921,EP103,GAY ST E,E3 Downtown
1,Downtown Business District,979,39.963684,-82.999638,EP31,GAY ST E,E3 Downtown
1,Downtown Business District,979,39.963903,-82.99777,EP107,GAY ST E,E3 Downtown
1,Downtown Business District,979,39.964001,-82.996846,EP161,GAY ST E,E3 Downtown
1,Downtown Business District,987,39.962597,-83.000587,NK42,HIGH ST N,E3 Downtown
1,Downtown Business District,987,39.965646,-83.00117,NK206,HIGH ST N,E3 Downtown
1,Downtown Business District,987,39.967306,-83.00178,NK257,HIGH ST N,E3 Downtown
1,Downtown Business District,987,39.96244,-83.000561,NK38,HIGH ST N,E3 Downtown
1,Downtown Business District,987,39.962687,-83.000606,NK44,HIGH ST N,E3 Downtown
1,Downtown Business District,987,39.968594,-83.001728,NK254,HIGH ST N,E3 Downtown
1,Downtown Business District,987,39.96383,-83.000843,NK102,HIGH ST N,E3 Downtown
1,Campus,44221,39.99539,-83.011454,UW187,ELEVENTH AVE W,E1 Campus
1,Campus,44221,40.003097,-83.008259,UE453,EIGHTEENTH AVE E,E1 Campus
1,Campus,44221,40.003096,-83.008221,UE455,EIGHTEENTH AVE E,E1 Campus
1,Campus,44227,40.003092,-83.007641,UE477,EIGHTEENTH AVE E,E1 Campus
0,Campus,44226,39.995591,-83.014174,UW262,ELEVENTH AVE W,E1 Campus
1,Campus,44221,39.995403,-83.011814,UW195,ELEVENTH AVE W,E1 Campus
1,Campus,44221,39.995558,-83.013313,UW240,ELEVENTH AVE W,E1 Campus
1,Campus,44221,39.995239,-83.007617,UW159,ELEVENTH AVE W,E1 Campus
1,Campus,44221,39.995358,-83.008189,UW116,ELEVENTH AVE W,E1 Campus
1,Campus,32713,39.999825,-83.004522,UE351,FIFTEENTH AVE E,E1 Campus
1,Campus,32714,39.999971,-83.005349,UE334,FIFTEENTH AVE E,E1 Campus
1,Campus,32713,39.999918,-83.006451,UE317,FIFTEENTH AVE E,E1 Campus
0,Campus,32714,40.000043,-83.006849,UE300,FIFTEENTH AVE E,E1 Campus
1,Campus,32713,39.999808,-83.004173,UE357,FIFTEENTH AVE E,E1 Campus
1,Campus,32713,39.999805,-83.004016,UE361,FIFTEENTH AVE E,E1 Campus
1,Campus,32714,40.000035,-83.006695,UE304,FIFTEENTH AVE E,E1 Campus
1,Campus,32713,39.999868,-83.005436,UE335,FIFTEENTH AVE E,E1 Campus
